# eig0	eig1	eig2
0.007066618060 0.013691321972 0.014321054039
-0.013996190888 -0.027116780893 -0.028361603224
0.020651727757 0.040010698513 0.041841870244
-0.026899115790 -0.052113106275 -0.054488983437
0.032610209963 0.063175756214 0.066043464241
-0.037665998200 -0.072968246654 -0.076265614600
0.041959681579 0.081283957205 0.084941502695
-0.045399530145 -0.087945530454 -0.091888321225
0.047911393106 0.092809674823 0.096958951964
-0.049440761131 -0.095771100247 -0.100045618112
0.049954299072 0.096765437415 0.101082544073
-0.049440789527 -0.095771032410 -0.100047571935
0.047911451095 0.092809551337 0.096962707007
-0.045399619225 -0.087945373170 -0.091893583402
0.041959801940 0.081283793040 0.084947857939
-0.037666146814 -0.072968101782 -0.076272559359
0.032610378874 0.063175650209 0.066050443031
-0.026899291193 -0.052113047518 -0.054495431093
0.020651890438 0.040010682205 0.041847256315
-0.013996318435 -0.027116790672 -0.028365475767
0.007066689038 0.013691335745 0.014323080066
-0.013993341761 -0.027131953001 -0.027504257912
0.027715995572 0.053738376280 0.054470701681
-0.040896952121 -0.079293276308 -0.080362188560
0.053270619807 0.103281433038 0.104654469691
-0.064583038354 -0.125210495750 -0.126848855690
0.074598218842 0.144623262433 0.146484608068
-0.083104303175 -0.161109556604 -0.163150505705
0.089919269842 0.174317187297 0.176495169404
-0.094895946643 -0.183961546996 -0.186235837666
0.097926127810 0.189833474308 0.192165376701
-0.098943633337 -0.191805084985 -0.194157378953
0.097926192204 0.189833356277 0.192169259267
-0.094896077508 -0.183961334469 -0.186243299628
0.089919469496 0.174316922249 0.176505626523
-0.083104570920 -0.161109290170 -0.163163135387
0.074598547052 0.144623043174 0.146498409890
-0.064583409010 -0.125210357893 -0.126862725928
0.053271002689 0.103281387439 0.104667285222
-0.040897305841 -0.079293306821 -0.080372895063
0.027716272205 0.053738443476 0.054478400500
-0.013993495526 -0.027132006523 -0.027508286297
0.020640120365 0.040068860342 0.038498013557
-0.040882475885 -0.079364499297 -0.076244943715
0.060327953227 0.117111318548 0.112489301432
-0.078584799116 -0.152548413886 -0.146496917350
0.095277978181 0.184947813621 0.177569080718
-0.110058687158 -0.213632927801 -0.205060143543
0.122613580474 0.237996358304 0.228393856176
-0.132673306623 -0.257516315363 -0.247077881032
0.140020002456 0.271770983755 0.260716082720
-0.144493445842 -0.280450286516 -0.269018315970
0.145995626369 0.283364606704 0.271807528743
-0.144493558508 -0.280450147946 -0.269024069618
0.140020230267 0.271770740134 0.260727140773
-0.132673651665 -0.257516025888 -0.247093377726
0.122614039367 0.237996093633 0.228412572479
-0.110059245012 -0.213632752214 -0.205080596843
0.095278603394 0.184947767507 0.177589635393
-0.078585440862 -0.152548500719 -0.146515909310
0.060328543240 0.117111500087 0.112505168611
-0.040882935821 -0.079364702116 -0.076256354355
0.020640375573 0.040068996004 0.038503984735
-0.026869770394 -0.052250635678 -0.046423288048
0.053224222357 0.103497798417 0.091943181446
-0.078544880611 -0.152732201024 -0.135653895668
0.102321784151 0.198961658568 0.176669511170
-0.124065970844 -0.241235461223 -0.214146466890
0.143322136372 0.278668961759 0.247305182463
-0.159680888142 -0.310467270184 -0.275449965178
0.172790070660 0.335947068767 0.297986579255
-0.182364700427 -0.354555687008 -0.314437039733
0.188195117930 0.365886712681 0.324451340347
-0.190153041578 -0.369691562064 -0.327815934792
0.188195292950 0.365886589683 0.324458868198
-0.182365052823 -0.354555482832 -0.314451507298
0.172790601063 0.335946856168 0.298006853045
-0.159681588326 -0.310467133326 -0.275474449201
0.143322981051 0.278668972317 0.247331936059
-0.124066910841 -0.241235655496 -0.214173350107
0.102322743273 0.198962020837 0.176694348036
-0.078545758357 -0.152732658097 -0.135674644585
0.053224904374 0.103498229919 0.091958102222
-0.026870148108 -0.052250903695 -0.046431096125
0.032551235004 0.063432229913 0.050646894460
-0.064481842394 -0.125653299110 -0.100310669808
0.095165374814 0.185441116418 0.148003321744
-0.123984131990 -0.241591323983 -0.192757393278
0.150344705985 0.292947708634 0.233651330380
-0.173693714366 -0.338432822958 -0.269833568576
0.193533009048 0.377077452909 0.300544478176
-0.209433718003 -0.408047718817 -0.325135552887
0.221048553049 0.430668752837 0.343085435460
-0.228121902733 -0.444444064600 -0.354012534622
0.230497324447 0.449069887987 0.357684100486
-0.228122153341 -0.444443994467 -0.354021696161
0.221049055925 0.430668660703 0.343103041330
-0.209434471028 -0.408047686788 -0.325160220983
0.193533997088 0.377077572232 0.300574263162
-0.173694898925 -0.338433164287 -0.269866106654
0.150346016699 0.292948293865 0.233684017441
-0.123985462866 -0.241592106197 -0.192787584137
0.095166588059 0.185441974415 0.148028537219
-0.064482782437 -0.125654052638 -0.100328798877
0.032551754717 0.063432680485 0.050656380190
-0.037562941614 -0.073380334734 -0.050835267414
0.074414619706 0.145369079372 0.100685661035
-0.109834408596 -0.214556853188 -0.148559040911
0.143109660471 0.279550693771 0.193482967639
-0.173554192678 -0.339010313453 -0.234531135903
0.200526975726 0.391684558843 0.270848094616
-0.223450179123 -0.436446457641 -0.301671444036
0.241825817425 0.472325420809 0.326350984846
-0.255250329680 -0.498535354697 -0.344364516083
0.263426527477 0.514497638612 0.355330141014
-0.266172459648 -0.519858138497 -0.359015043746
0.263426863560 0.514497654713 0.355340750693
-0.255251002204 -0.498535439094 -0.344384901568
0.241826820443 0.472325660786 0.326379540056
-0.223451489155 -0.436446945804 -0.301705910456
0.200528539159 0.391685357509 0.270885731247
-0.173555915365 -0.339011421050 -0.234568927449
0.143111403299 0.279552021573 0.193517856325
-0.109835992670 -0.214558220627 -0.148588166261
0.074415844384 0.145370235402 0.100706592443
-0.037563617806 -0.073381011096 -0.050846216121
0.041796128226 0.081879270298 0.046983806054
-0.082807101469 -0.162217926011 -0.093057657488
0.122234004919 0.239448985758 0.137302852395
-0.159284102438 -0.312018553189 -0.178818613491
0.193192093383 0.378427622023 0.216747634112
-0.223241582380 -0.437274076366 -0.250299436471
0.248785792810 0.487293024994 0.278770891639
-0.269266658355 -0.527393830660 -0.301563551686
0.284231532673 0.556692412753 0.318197666670
-0.293346874615 -0.574537632840 -0.328322909339
0.296408396189 0.580530820687 0.331725911896
-0.293347300387 -0.574537759682 -0.328334738832
0.284232382918 0.556692720767 0.318220390324
-0.269267922876 -0.527394409103 -0.301595369724
0.248787439342 0.487293963586 0.278809276631
-0.223243541490 -0.437275423574 -0.250341326274
0.193194246020 0.378429345981 0.216789667061
-0.159286274876 -0.312020515680 -0.178857388963
0.122235975509 0.239450939080 0.137335198512
-0.082808622837 -0.162219541140 -0.093080888094
0.041796967616 0.081880202919 0.046995951376
-0.045158007986 -0.088737190978 -0.039418864440
0.089475360640 0.175819610721 0.078071542120
-0.132092467655 -0.259555960641 -0.115183368830
0.172153115971 0.338262708145 0.149995684206
-0.208828268279 -0.410311034566 -0.181788472386
0.241340084552 0.474173966625 0.209900332952
-0.268985077504 -0.528471595817 -0.233745385040
0.291155437806 0.572012557102 0.252827010969
-0.307357686178 -0.603830187207 -0.266748555290
0.317227940483 0.623212041464 0.275221219552
-0.320543230923 -0.629721725499 -0.278069439139
0.317228452670 0.623212290586 0.275234004281
-0.307358707931 -0.603830741212 -0.266773106029
0.291156955239 0.572013505684 0.252861369576
-0.268987050208 -0.528473023343 -0.233786806236
0.241342427945 0.474175904439 0.209945497973
-0.208830839168 -0.410313416902 -0.181833747995
0.172155707055 0.338265344066 0.150037407733
-0.132094815710 -0.259558532612 -0.115218138031
0.089477172470 0.175821709192 0.078096489355
-0.045159007489 -0.088738392941 -0.039431897779
0.047574639105 0.093792363287 0.028771791048
-0.094272673533 -0.185853305550 -0.056976392179
0.139192747305 0.274403381602 0.084040955678
-0.181433165559 -0.357663755216 -0.109407429790
0.220117949533 0.433907767649 0.132550364203
-0.254423119722 -0.501512668881 -0.152991585094
0.283602007286 0.559009198217 0.170311680863
-0.307008543907 -0.605127019613 -0.184158528989
0.324117617186 0.638834298075 0.194253277434
-0.334541722514 -0.659369987503 -0.200394281153
0.338043299468 0.666267701508 0.202459493234
-0.334542309621 -0.659370355340 -0.200407730985
0.324118788461 0.638835091477 0.194279095116
-0.307010283296 -0.605128328913 -0.184194637098
0.283604268026 0.559011101977 0.170355172489
-0.254425804338 -0.501515180895 -0.153038955754
0.220120893769 0.433910788880 0.132597791191
-0.181436132494 -0.357667044223 -0.109451076730
0.139195436295 0.274406553890 0.084077278025
-0.094274749095 -0.185855873410 -0.057002420907
0.047575784538 0.093793826958 0.028785375936
-0.048993366740 -0.096919212641 -0.015926864697
0.097094351323 0.192069543256 0.031522616325
-0.143379560888 -0.283621626814 -0.046456466066
0.186920784070 0.369737986363 0.060412725549
-0.226812957849 -0.448628575328 -0.073102080057
0.262202357431 0.518606442930 0.084269326296
-0.292313714137 -0.578141021083 -0.093697922984
0.316475140487 0.625906899699 0.101211955969
