# x y z
-5.000000000000000000e+00 -5.000000000000000000e+00 -5.000000000000000000e+00
-4.857142857142856762e+00 -4.857142857142856762e+00 -4.857142857142856762e+00
-4.714285714285714413e+00 -4.714285714285714413e+00 -4.714285714285714413e+00
-4.571428571428571175e+00 -4.571428571428571175e+00 -4.571428571428571175e+00
-4.428571428571428825e+00 -4.428571428571428825e+00 -4.428571428571428825e+00
-4.285714285714285587e+00 -4.285714285714285587e+00 -4.285714285714285587e+00
-4.142857142857143238e+00 -4.142857142857143238e+00 -4.142857142857143238e+00
-4.000000000000000000e+00 -4.000000000000000000e+00 -4.000000000000000000e+00
-3.857142857142857206e+00 -3.857142857142857206e+00 -3.857142857142857206e+00
-3.714285714285714413e+00 -3.714285714285714413e+00 -3.714285714285714413e+00
-3.571428571428571619e+00 -3.571428571428571619e+00 -3.571428571428571619e+00
-3.428571428571428825e+00 -3.428571428571428825e+00 -3.428571428571428825e+00
-3.285714285714285587e+00 -3.285714285714285587e+00 -3.285714285714285587e+00
-3.142857142857143238e+00 -3.142857142857143238e+00 -3.142857142857143238e+00
-3.000000000000000000e+00 -3.000000000000000000e+00 -3.000000000000000000e+00
-2.857142857142857206e+00 -2.857142857142857206e+00 -2.857142857142857206e+00
-2.714285714285714413e+00 -2.714285714285714413e+00 -2.714285714285714413e+00
-2.571428571428571619e+00 -2.571428571428571619e+00 -2.571428571428571619e+00
-2.428571428571428825e+00 -2.428571428571428825e+00 -2.428571428571428825e+00
-2.285714285714286031e+00 -2.285714285714286031e+00 -2.285714285714286031e+00
-2.142857142857143238e+00 -2.142857142857143238e+00 -2.142857142857143238e+00
-2.000000000000000000e+00 -2.000000000000000000e+00 -2.000000000000000000e+00
-1.857142857142857206e+00 -1.857142857142857206e+00 -1.857142857142857206e+00
-1.714285714285714413e+00 -1.714285714285714413e+00 -1.714285714285714413e+00
-1.571428571428571619e+00 -1.571428571428571619e+00 -1.571428571428571619e+00
-1.428571428571428825e+00 -1.428571428571428825e+00 -1.428571428571428825e+00
-1.285714285714286031e+00 -1.285714285714286031e+00 -1.285714285714286031e+00
-1.142857142857143238e+00 -1.142857142857143238e+00 -1.142857142857143238e+00
-1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
-8.571428571428576504e-01 -8.571428571428576504e-01 -8.571428571428576504e-01
-7.142857142857144126e-01 -7.142857142857144126e-01 -7.142857142857144126e-01
-5.714285714285720630e-01 -5.714285714285720630e-01 -5.714285714285720630e-01
-4.285714285714288252e-01 -4.285714285714288252e-01 -4.285714285714288252e-01
-2.857142857142855874e-01 -2.857142857142855874e-01 -2.857142857142855874e-01
-1.428571428571432378e-01 -1.428571428571432378e-01 -1.428571428571432378e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.428571428571423496e-01 1.428571428571423496e-01 1.428571428571423496e-01
2.857142857142855874e-01 2.857142857142855874e-01 2.857142857142855874e-01
4.285714285714279370e-01 4.285714285714279370e-01 4.285714285714279370e-01
5.714285714285711748e-01 5.714285714285711748e-01 5.714285714285711748e-01
7.142857142857135244e-01 7.142857142857135244e-01 7.142857142857135244e-01
8.571428571428567622e-01 8.571428571428567622e-01 8.571428571428567622e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.142857142857142350e+00 1.142857142857142350e+00 1.142857142857142350e+00
1.285714285714285587e+00 1.285714285714285587e+00 1.285714285714285587e+00
1.428571428571427937e+00 1.428571428571427937e+00 1.428571428571427937e+00
1.571428571428571175e+00 1.571428571428571175e+00 1.571428571428571175e+00
1.714285714285713524e+00 1.714285714285713524e+00 1.714285714285713524e+00
1.857142857142856762e+00 1.857142857142856762e+00 1.857142857142856762e+00
2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
2.142857142857142350e+00 2.142857142857142350e+00 2.142857142857142350e+00
2.285714285714285587e+00 2.285714285714285587e+00 2.285714285714285587e+00
2.428571428571427937e+00 2.428571428571427937e+00 2.428571428571427937e+00
2.571428571428571175e+00 2.571428571428571175e+00 2.571428571428571175e+00
2.714285714285713524e+00 2.714285714285713524e+00 2.714285714285713524e+00
2.857142857142856762e+00 2.857142857142856762e+00 2.857142857142856762e+00
3.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00
3.142857142857142350e+00 3.142857142857142350e+00 3.142857142857142350e+00
3.285714285714284699e+00 3.285714285714284699e+00 3.285714285714284699e+00
3.428571428571428825e+00 3.428571428571428825e+00 3.428571428571428825e+00
3.571428571428571175e+00 3.571428571428571175e+00 3.571428571428571175e+00
3.714285714285713524e+00 3.714285714285713524e+00 3.714285714285713524e+00
3.857142857142855874e+00 3.857142857142855874e+00 3.857142857142855874e+00
4.000000000000000000e+00 4.000000000000000000e+00 4.000000000000000000e+00
4.142857142857142350e+00 4.142857142857142350e+00 4.142857142857142350e+00
4.285714285714284699e+00 4.285714285714284699e+00 4.285714285714284699e+00
4.428571428571428825e+00 4.428571428571428825e+00 4.428571428571428825e+00
4.571428571428571175e+00 4.571428571428571175e+00 4.571428571428571175e+00
4.714285714285713524e+00 4.714285714285713524e+00 4.714285714285713524e+00
4.857142857142855874e+00 4.857142857142855874e+00 4.857142857142855874e+00
5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00
