# x y z
-5.000000000000000000e+00 -5.000000000000000000e+00 -5.000000000000000000e+00
-4.666666666666666963e+00 -4.666666666666666963e+00 -4.666666666666666963e+00
-4.333333333333333037e+00 -4.333333333333333037e+00 -4.333333333333333037e+00
-4.000000000000000000e+00 -4.000000000000000000e+00 -4.000000000000000000e+00
-3.666666666666666963e+00 -3.666666666666666963e+00 -3.666666666666666963e+00
-3.333333333333333481e+00 -3.333333333333333481e+00 -3.333333333333333481e+00
-3.000000000000000000e+00 -3.000000000000000000e+00 -3.000000000000000000e+00
-2.666666666666666963e+00 -2.666666666666666963e+00 -2.666666666666666963e+00
-2.333333333333333481e+00 -2.333333333333333481e+00 -2.333333333333333481e+00
-2.000000000000000000e+00 -2.000000000000000000e+00 -2.000000000000000000e+00
-1.666666666666666963e+00 -1.666666666666666963e+00 -1.666666666666666963e+00
-1.333333333333333481e+00 -1.333333333333333481e+00 -1.333333333333333481e+00
-1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
-6.666666666666669627e-01 -6.666666666666669627e-01 -6.666666666666669627e-01
-3.333333333333339255e-01 -3.333333333333339255e-01 -3.333333333333339255e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.333333333333330373e-01 3.333333333333330373e-01 3.333333333333330373e-01
6.666666666666660745e-01 6.666666666666660745e-01 6.666666666666660745e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.333333333333333037e+00 1.333333333333333037e+00 1.333333333333333037e+00
1.666666666666666075e+00 1.666666666666666075e+00 1.666666666666666075e+00
2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
2.333333333333333037e+00 2.333333333333333037e+00 2.333333333333333037e+00
2.666666666666666075e+00 2.666666666666666075e+00 2.666666666666666075e+00
3.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00
3.333333333333332149e+00 3.333333333333332149e+00 3.333333333333332149e+00
3.666666666666666075e+00 3.666666666666666075e+00 3.666666666666666075e+00
4.000000000000000000e+00 4.000000000000000000e+00 4.000000000000000000e+00
4.333333333333332149e+00 4.333333333333332149e+00 4.333333333333332149e+00
4.666666666666666075e+00 4.666666666666666075e+00 4.666666666666666075e+00
5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00
