# x y z
-5.000000000000000000e+00 -5.000000000000000000e+00 -5.000000000000000000e+00
-4.285714285714285587e+00 -4.285714285714285587e+00 -4.285714285714285587e+00
-3.571428571428571175e+00 -3.571428571428571175e+00 -3.571428571428571175e+00
-2.857142857142857206e+00 -2.857142857142857206e+00 -2.857142857142857206e+00
-2.142857142857142794e+00 -2.142857142857142794e+00 -2.142857142857142794e+00
-1.428571428571428381e+00 -1.428571428571428381e+00 -1.428571428571428381e+00
-7.142857142857144126e-01 -7.142857142857144126e-01 -7.142857142857144126e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.142857142857144126e-01 7.142857142857144126e-01 7.142857142857144126e-01
1.428571428571428825e+00 1.428571428571428825e+00 1.428571428571428825e+00
2.142857142857143238e+00 2.142857142857143238e+00 2.142857142857143238e+00
2.857142857142857650e+00 2.857142857142857650e+00 2.857142857142857650e+00
3.571428571428571175e+00 3.571428571428571175e+00 3.571428571428571175e+00
4.285714285714286476e+00 4.285714285714286476e+00 4.285714285714286476e+00
5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00
